code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399803	sz	399803	100.0	2.0	工业4.0	3979.585205078125	sz	index_cn
399804	sz	399804	100.0	2.0	中证体育	2069.165283203125	sz	index_cn
399805	sz	399805	100.0	2.0	互联金融	2633.17138671875	sz	index_cn
399806	sz	399806	100.0	2.0	环境治理	1232.56201171875	sz	index_cn
399807	sz	399807	100.0	2.0	高铁产业	1342.6925048828125	sz	index_cn
399808	sz	399808	100.0	2.0	中证新能	2869.8212890625	sz	index_cn
399809	sz	399809	100.0	2.0	保险主题	1757.9945068359375	sz	index_cn
399810	sz	399810	100.0	2.0	CSSW传媒	3165.956298828125	sz	index_cn
399811	sz	399811	100.0	2.0	CSSW电子	3081.339111328125	sz	index_cn
399812	sz	399812	100.0	2.0	养老产业	6320.9072265625	sz	index_cn
399813	sz	399813	100.0	2.0	中证国安	6013.92236328125	sz	index_cn
399814	sz	399814	100.0	2.0	大农业	1110.4095458984375	sz	index_cn
399901	sz	399901	100.0	2.0	小康指数	5297.18994140625	sz	index_cn
399903	sz	399903	100.0	2.0	中证100	3675.464111328125	sz	index_cn
399905	sz	399905	100.0	2.0	中证 500	5940.578125	sz	index_cn
399913	sz	399913	100.0	2.0	300 医药	9327.1142578125	sz	index_cn
399914	sz	399914	100.0	2.0	300 金融	5055.04931640625	sz	index_cn
399928	sz	399928	100.0	2.0	中证能源	2526.26025390625	sz	index_cn
399932	sz	399932	100.0	2.0	中证消费	18933.896484375	sz	index_cn
399933	sz	399933	100.0	2.0	中证医药	9310.822265625	sz	index_cn
399934	sz	399934	100.0	2.0	中证金融	4759.4169921875	sz	index_cn
399935	sz	399935	100.0	2.0	中证信息	4347.46923828125	sz	index_cn
399959	sz	399959	100.0	2.0	军工指数	1545.6611328125	sz	index_cn
399965	sz	399965	100.0	2.0	800地产	3651.426513671875	sz	index_cn
399966	sz	399966	100.0	2.0	800非银	4722.31494140625	sz	index_cn
399967	sz	399967	100.0	2.0	中证军工	11297.6181640625	sz	index_cn
399970	sz	399970	100.0	2.0	移动互联	3237.789306640625	sz	index_cn
399971	sz	399971	100.0	2.0	中证传媒	1384.1038818359375	sz	index_cn
399972	sz	399972	100.0	2.0	300深市	4739.5908203125	sz	index_cn
399973	sz	399973	100.0	2.0	中证国防	1656.57470703125	sz	index_cn
399974	sz	399974	100.0	2.0	国企改革	1679.24169921875	sz	index_cn
399975	sz	399975	100.0	2.0	证券公司	629.5186767578125	sz	index_cn
399976	sz	399976	100.0	2.0	CS新能车	3673.982666015625	sz	index_cn
399982	sz	399982	100.0	2.0	500等权	7336.33154296875	sz	index_cn
399983	sz	399983	100.0	2.0	地产等权	3705.967041015625	sz	index_cn
399986	sz	399986	100.0	2.0	中证银行	5538.29150390625	sz	index_cn
399987	sz	399987	100.0	2.0	中证酒	7653.826171875	sz	index_cn
399989	sz	399989	100.0	2.0	中证医疗	8533.6484375	sz	index_cn
399990	sz	399990	100.0	2.0	煤炭等权	2633.49560546875	sz	index_cn
399991	sz	399991	100.0	2.0	一带一路	1996.803955078125	sz	index_cn
399992	sz	399992	100.0	2.0	CSWD并购	1684.16748046875	sz	index_cn
399993	sz	399993	100.0	2.0	CSWD生科	2907.0947265625	sz	index_cn
